Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Agricultural Internet of Things","Agriculture Automation and Control","","","","10.1007/978-3-030-65702-4","Yong HePengcheng NieProf. Qin ZhangFei Liu","2021","http://link.springer.com/book/10.1007/978-3-030-65702-4","Book"
"Germany","World Regional Geography Book Series","","","","10.1007/978-3-030-92953-4","Prof. Dr. Olaf KühneDr. Florian Weber","2022","http://link.springer.com/book/10.1007/978-3-030-92953-4","Book"
"Advances in Data Science and Information Engineering","Transactions on Computational Science and Computational Intelligence","","","","10.1007/978-3-030-71704-9","Robert StahlbockGary M. WeissMahmoud Abou-NasrCheng-Ying YangDr. Hamid R. ArabniaLeonidas Deligiannidis","2021","http://link.springer.com/book/10.1007/978-3-030-71704-9","Book"
"Sustainable Approaches in Textiles and Fashion","Sustainable Textiles: Production, Processing, Manufacturing & Chemistry","","","","10.1007/978-981-19-0874-3","Dr. Subramanian Senthilkannan Muthu","2022","http://link.springer.com/book/10.1007/978-981-19-0874-3","Book"
"All Value Chains Begin Upstream","Monetizing Natural Gas in the New “New Deal” Economy","","","","10.1007/978-3-030-59983-6_1","Michelle Michot Foss","2021","http://link.springer.com/chapter/10.1007/978-3-030-59983-6_1","Chapter"
"Materiality of Cooperation","Medien der Kooperation – Media of Cooperation","","","","10.1007/978-3-658-39468-4","Sebastian GießmannTobias RöhlRonja TrischlerMartin Zillinger","2023","http://link.springer.com/book/10.1007/978-3-658-39468-4","Book"
"The Palgrave Handbook of Arctic Policy and Politics","","","","","10.1007/978-3-030-20557-7","Ken S. CoatesCarin Holroyd","2020","http://link.springer.com/book/10.1007/978-3-030-20557-7","Book"
"Building for the Future: Durable, Sustainable, Resilient","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-32519-9","Alper IlkiDerya ÇavuntYavuz Selim Çavunt","2023","http://link.springer.com/book/10.1007/978-3-031-32519-9","Book"
"Production and Operations Management","Springer Proceedings in Mathematics & Statistics","","","","10.1007/978-3-031-06862-1","Jorge Vargas FlorezIrineu de Brito JuniorAdriana LeirasSandro Alberto Paz ColladoMiguel Domingo González AlvarezCarlos Alberto González-CalderónSebastian Villa BetancurMichelle RodriguezDiana Ramirez-Rios","2022","http://link.springer.com/book/10.1007/978-3-031-06862-1","Book"
"The Digital Twin of Humans","","","","","10.1007/978-3-031-26104-6","Iris GräßlerGünter W. MaierEckhard SteffenDaniel Roesmann","2023","http://link.springer.com/book/10.1007/978-3-031-26104-6","Book"
"Deep Learning for Unmanned Systems","Studies in Computational Intelligence","","","","10.1007/978-3-030-77939-9","Dr. Anis KoubaaProf. Ahmad Taher Azar","2021","http://link.springer.com/book/10.1007/978-3-030-77939-9","Book"
"30th International Conference on Organization and Technology of Maintenance (OTO 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-92851-3","Hrvoje GlavašMarijana Hadzima-NyarkoMirko KarakašićProf. Naida AdemovićProf. Samir Avdaković","2022","http://link.springer.com/book/10.1007/978-3-030-92851-3","Book"
"Distributed, Ambient and Pervasive Interactions","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34668-2","Norbert A. StreitzShin'ichi Konomi","2023","http://link.springer.com/book/10.1007/978-3-031-34668-2","Book"
"Practical Pharmaceutics","","","","","10.1007/978-3-031-20298-8","Paul Le BrunSylvie Crauste-MancietIrene KrämerJulian SmithHerman Woerdenbag","2023","http://link.springer.com/book/10.1007/978-3-031-20298-8","Book"
"Information and Communication Technology for Competitive Strategies (ICTCS 2022)","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-9638-2","Amit JoshiMufti MahmudRoshan G. Ragel","2023","http://link.springer.com/book/10.1007/978-981-19-9638-2","Book"
"Human Systems Engineering and Design II","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-27928-8","Prof. Tareq AhramProf. Waldemar KarwowskiProf. Dr. Stefan PicklProf. Redha Taiar","2020","http://link.springer.com/book/10.1007/978-3-030-27928-8","Book"
"Mobile Web and Intelligent Information Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-14391-5","Irfan AwanMuhammad YounasProf. Aneta Poniszewska-Marańda","2022","http://link.springer.com/book/10.1007/978-3-031-14391-5","Book"
"Sense the Real Change: Proceedings of the 20th International Conference on Near Infrared Spectroscopy","","","","","10.1007/978-981-19-4884-8","Xiaoli ChuLonghai GuoYue HuangHongfu Yuan","2022","http://link.springer.com/book/10.1007/978-981-19-4884-8","Book"
"Proceedings of 2021 China-Europe International Conference on Pipelines and Trenchless Technology","Lecture Notes in Civil Engineering","","","","10.1007/978-981-19-4067-5","Xianbin Liu","2023","http://link.springer.com/book/10.1007/978-981-19-4067-5","Book"
"Understanding Nuclear Physics","","","","","10.1007/978-981-19-8437-2","Nikit DeshmukhNirav Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-8437-2","Book"
"Research Developments in Sustainable Aviation","Sustainable Aviation","","","","10.1007/978-3-031-37943-7","T. Hikmet KarakocSiripong AtipanAlper DalkiranAli Haydar ErcanNavatasn KongsamutrVis Sripawadkul","2023","http://link.springer.com/book/10.1007/978-3-031-37943-7","Book"
"Research on Practice and Teaching About Digital Media","Design, User Experience, and Usability:  UX Research and Design","","","","10.1007/978-3-030-78221-4_35","Xiandong ChengHao HeZiyang LiYue YinShengqi Ba","2021","http://link.springer.com/chapter/10.1007/978-3-030-78221-4_35","Chapter"
"Virtual Management and the New Normal","","","","","10.1007/978-3-031-06813-3","Svein BergumPascale PetersTone Vold","2023","http://link.springer.com/book/10.1007/978-3-031-06813-3","Book"
"When 5G Meets Industry 4.0","","","","","10.1007/978-981-15-6732-2","Dr. Xiwen WangDr. Longxiang Gao","2020","http://link.springer.com/book/10.1007/978-981-15-6732-2","Book"
"Smart Technologies in Food Manufacturing","Smart and Sustainable Food Technologies","","","","10.1007/978-981-19-1746-2_5","Rahul VashishthArun Kumar PandeyParinder KaurAnil Dutt Semwal","2022","http://link.springer.com/chapter/10.1007/978-981-19-1746-2_5","Chapter"
"Intelligent Manufacturing Systems in Industry 4.0","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-99-1665-8","B. B. V. L. DeepakM. V. A. Raju BahubalendruniD. R. K. ParhiB. B. Biswal","2023","http://link.springer.com/book/10.1007/978-981-99-1665-8","Book"
"The Power of Data: Driving Climate Change with Data Science and Artificial Intelligence Innovations","Studies in Big Data","","","","10.1007/978-3-031-22456-0","Aboul Ella HassanienAshraf Darwish","2023","http://link.springer.com/book/10.1007/978-3-031-22456-0","Book"
"Computational Science and Its Applications – ICCSA 2023 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-37105-9","Osvaldo GervasiBeniamino MurganteAna Maria A. C. RochaChiara GarauFrancesco ScorzaYeliz KaracaCarmelo M. Torre","2023","http://link.springer.com/book/10.1007/978-3-031-37105-9","Book"
"15th WCEAM Proceedings","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-96794-9","João Onofre Pereira PintoProf. Marcio Luiz Magri KimparaRenata Rezende ReisDr. Turuna SeecharanProf. Belle R. UpadhyayaProf. Joe Amadi-Echendu","2022","http://link.springer.com/book/10.1007/978-3-030-96794-9","Book"
"Methodology for the 3D Reconstruction of Industrials Facilities Using Photogrammetry","Advances on Mechanics, Design Engineering and Manufacturing II","","","","10.1007/978-3-030-12346-8_22","R. MiralbesH. PeñaJ. A. Peña","2019","http://link.springer.com/chapter/10.1007/978-3-030-12346-8_22","Chapter"
"Artificial Intelligence for Knowledge Management","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-80847-1","Prof. Dr. Eunika Mercier-LaurentProf. M. Özgür KayalicaProf. Dr. Mieczyslaw Lech Owoc","2021","http://link.springer.com/book/10.1007/978-3-030-80847-1","Book"
"Proceedings of the Seventh International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’23)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-43792-2","Sergey KovalevIgor KotenkoAndrey Sukhanov","2023","http://link.springer.com/book/10.1007/978-3-031-43792-2","Book"
"Advances in Computer Science for Engineering and Education","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-04812-8","Prof. Zhengbing HuProf. Ivan DychkaProf. Sergey PetoukhovProf. Matthew He","2022","http://link.springer.com/book/10.1007/978-3-031-04812-8","Book"
"Dynamics in Logistics","Lecture Notes in Logistics","","","","10.1007/978-3-031-05359-7","Prof. Dr. Michael FreitagProf. Dr. Aseem KinraProf. Dr. Herbert KotzabProf. Dr. Nicole Megow","2022","http://link.springer.com/book/10.1007/978-3-031-05359-7","Book"
"Seismic Digital Shift","","","","","10.1007/978-981-99-5953-2","Yong Hu","2023","http://link.springer.com/book/10.1007/978-981-99-5953-2","Book"
"Technologies in Biomedical and Life Sciences Education","Methods in Physiology","","","","10.1007/978-3-030-95633-2","Harry J. WitchelMichael W. Lee","2022","http://link.springer.com/book/10.1007/978-3-030-95633-2","Book"
"Computational Science – ICCS 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-08757-8","Derek GroenClélia de MulatierMaciej PaszynskiValeria V. KrzhizhanovskayaJack J. DongarraPeter M. A. Sloot","2022","http://link.springer.com/book/10.1007/978-3-031-08757-8","Book"
"IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","Communications in Computer and Information Science","","","","10.1007/978-3-030-66770-2","Prof. Dr. Joao GamaSepideh PashamiAlbert BifetMoamar Sayed-MouchaweHolger FröningFranz PernkopfGregor SchieleMichaela Blott","2020","http://link.springer.com/book/10.1007/978-3-030-66770-2","Book"
"Intelligent Systems and Networks","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-4725-6","Thi Dieu Linh NguyenElena VerdúAnh Ngoc LeMaria Ganzha","2023","http://link.springer.com/book/10.1007/978-981-99-4725-6","Book"
"Experimental Research and Numerical Simulation in Applied Sciences","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-19499-3","Nenad MitrovicGoran MladenovicAleksandra Mitrovic","2023","http://link.springer.com/book/10.1007/978-3-031-19499-3","Book"
"Computational Science and Its Applications – ICCSA 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86976-2","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoCarmelo Maria Torre","2021","http://link.springer.com/book/10.1007/978-3-030-86976-2","Book"
"Practical Guide to Digital Manufacturing","","","","","10.1007/978-3-030-70304-2","Prof. Zhuming Bi","2021","http://link.springer.com/book/10.1007/978-3-030-70304-2","Book"
"Decent Work and Economic Growth","Encyclopedia of the UN Sustainable Development Goals","","","","10.1007/978-3-319-95867-5","Walter Leal FilhoAnabela Marisa AzulLuciana BrandliAmanda Lange SalviaTony Wall","2021","http://link.springer.com/referencework/10.1007/978-3-319-95867-5","ReferenceWork"
"Innovative Intelligent Industrial Production and Logistics","Communications in Computer and Information Science","","","","10.1007/978-3-031-37228-5","Alexander SmirnovHervé PanettoKurosh Madani","2023","http://link.springer.com/book/10.1007/978-3-031-37228-5","Book"
"Measuring Electronics and Sensors","","","","","10.1007/978-3-658-35067-3","Dipl.-Ing. Herbert Bernstein","2022","http://link.springer.com/book/10.1007/978-3-658-35067-3","Book"
"Nondestructive Testing and Evaluation of Fiber-Reinforced Composite Structures","","","","","10.1007/978-981-19-0848-4","Prof. Shuncong ZhongPh.D. Walter Nsengiyumva","2022","http://link.springer.com/book/10.1007/978-981-19-0848-4","Book"
"Technology Application in Aviation, Tourism and Hospitality","","","","","10.1007/978-981-19-6619-4","Azizul HassanNor Aida Abdul Rahman","2023","http://link.springer.com/book/10.1007/978-981-19-6619-4","Book"
"Managing Complex Tasks with Systems Thinking","Understanding Complex Systems","","","","10.1007/978-3-031-40635-5","Hassan Qudrat-Ullah","2023","http://link.springer.com/book/10.1007/978-3-031-40635-5","Book"
"Experimental Details for a Typical Nuclear Physics Experiment","Understanding Nuclear Physics","","","","10.1007/978-981-19-8437-2_3","Balaram DeySrijit Bhattacharya","2023","http://link.springer.com/chapter/10.1007/978-981-19-8437-2_3","Chapter"
"Last-mile delivery concepts: a survey from an operational research perspective","OR Spectrum","","43","1","10.1007/s00291-020-00607-8","Nils BoysenStefan FedtkeStefan Schwerdfeger","2021","http://link.springer.com/article/10.1007/s00291-020-00607-8","Article"
"Commercial Vehicle Technology 2020/2021","Proceedings","","","","10.1007/978-3-658-29717-6","Prof. Dr. Karsten BernsDr. Klaus DresslerRalf KalmarDr. Nicole StephanProf. Dr. Roman TeutschDr. Martin Thul","2021","http://link.springer.com/book/10.1007/978-3-658-29717-6","Book"
"Ceramica Mayor - Investment for the Future","Interceram - International Ceramic Review","","69","6","10.1007/s42411-020-0425-9","Carmen MolinaRolan Seeber","2020","http://link.springer.com/article/10.1007/s42411-020-0425-9","Article"
"Strategies and Trends in Organizational and Project Management","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-94245-8","Assoc. Prof. Pavel V. TrifonovMarina V. Charaeva","2022","http://link.springer.com/book/10.1007/978-3-030-94245-8","Book"
"Human Resource Management in a Post COVID-19 World","Future of Business and Finance","","","","10.1007/978-3-030-67470-0","Hermann Troger","2021","http://link.springer.com/book/10.1007/978-3-030-67470-0","Book"
"Digital Entrepreneurship in Sub-Saharan Africa","Palgrave Studies of Entrepreneurship in Africa","","","","10.1007/978-3-030-04924-9","Nasiru D. TauraElvira BolatNnamdi O. Madichie","2019","http://link.springer.com/book/10.1007/978-3-030-04924-9","Book"
"Soft Computing for Security Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-19-3590-9","G. RanganathanXavier FernandoSelwyn Piramuthu","2023","http://link.springer.com/book/10.1007/978-981-19-3590-9","Book"
"A Systems Engineering-Oriented Learning Factory for Industry 4.0","Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future","","","","10.1007/978-3-031-24291-5_19","Theodor BorangiuSilviu RăileanuFlorin AntonIulia IacobSilvia Anton","2023","http://link.springer.com/chapter/10.1007/978-3-031-24291-5_19","Chapter"
"Smart Multimedia","Lecture Notes in Computer Science","","","","10.1007/978-3-031-22061-6","Stefano BerrettiGuan-Ming Su","2022","http://link.springer.com/book/10.1007/978-3-031-22061-6","Book"
"The Challenge of Implementing Digital Twins in Operating Value Chains","Digital Twins","","","","10.1007/10_2020_153","Roman WernerRonny TakacsDominik GeierThomas BeckerNorbert WeißenbergHendrik HaßeRudolf SollacherMichael ThalhoferBernhard SchummInes Steinke","2021","http://link.springer.com/chapter/10.1007/10_2020_153","Chapter"
"Computational Science and Its Applications – ICCSA 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86653-2","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoProf. Dr. Carmelo Maria Torre","2021","http://link.springer.com/book/10.1007/978-3-030-86653-2","Book"
